time,cases,pop,dpopdt,nino,nina,beta_eff,magnitude
1997.1666666666667,177,6202427.371965487,65379.293683882104,0,-0.15333333333333332,1.0678927645322789,0
1997.25,183,6207883.564748588,65578.49615371841,0.18333333333333335,0,1.0281092636814633,0
1997.3333333333333,126,6213358.648498273,65832.67688188811,0.63,0,1.0187734436204086,3
1997.4166666666667,178,6218857.204736085,66141.83586839215,1.096666666666667,0,1.0241487580784494,3
1997.5,255,6224383.845950396,66507.08792077005,1.5133333333333334,0,1.2030641431750988,3
1997.5833333333333,402,6229943.308497131,66929.54784656383,1.86,0,1.1475187134312563,3
1997.6666666666667,967,6235540.359699091,67409.21564577491,2.1266666666666665,0,1.0363868389418986,3
1997.75,1350,6241179.766879027,67946.0913184006,2.3000000000000003,0,1.0519605744248093,3
1997.8333333333333,1729,6246866.297359741,68540.17486444222,2.353333333333333,0,1.0277503792018314,3
1997.9166666666667,2368,6252604.622527206,69188.01255812233,2.36,0,1.0084257944462356,3
1998,1979,6258399.030020041,69886.15067365828,2.233333333333333,0,1.0568296211847246,3
1998.0833333333333,1586,6264253.71154008,70634.5892110517,1.9166666666666667,0,1.1179315979188564,3
1998.1666666666667,1258,6270172.858789162,71433.3281703049,1.3833333333333335,0,1.056642722935314,3
1998.25,1169,6276160.836935155,72288.6123302118,0.8966666666666666,0,1.0143140566167477,3
1998.3333333333333,433,6282222.705010282,73206.68646957284,0.32,0,0.9625459192194108,0
1998.4166666666667,302,6288363.695512851,74187.55058839079,0,-0.27,1.039814378235089,0
1998.5,437,6294589.0409411155,75231.2046866603,0,-0.8866666666666667,1.018505365523252,-1
1998.5833333333333,583,6300903.973793379,76337.64876438394,0,-1.1766666666666667,1.025097460286411,-2
1998.6666666666667,710,6307313.439058168,77496.53246952874,0,-1.3333333333333333,0.9828904547734404,-2
1998.75,887,6313821.231684845,78697.50545005218,0,-1.393333333333333,1.0508562196695352,-2
1998.8333333333333,910,6320430.859113037,79940.56770595735,0,-1.5366666666666664,0.9441411311351122,-2
1998.9166666666667,772,6327145.8287823815,81225.71923724785,0,-1.6133333333333333,0.8377442003061512,-2
1999,518,6333969.648132456,82552.96004391661,0,-1.5666666666666669,0.885958466554019,-2
1999.0833333333333,466,6340906.385054871,83942.46639709471,0,-1.32,0.9588711330332744,-2
1999.1666666666667,384,6347962.349249134,85414.41456791374,0,-1.1266666666666667,0.9938740665492032,-2
1999.25,406,6355144.410866684,86968.80455636585,0,-1.07,1.0277652941636677,-2
1999.3333333333333,263,6362459.440059006,88605.63636245485,0,-1.15,1.0498570852911828,-2
1999.4166666666667,374,6369914.306977591,90324.90998618558,0,-1.17,1.1317930564500678,-2
1999.5,654,6377514.558503714,92078.98770204984,0,-1.1933333333333334,1.135939468578639,-2
1999.5833333333333,611,6385260.448438104,93820.2317845534,0,-1.16,1.0735936380867659,-2
1999.6666666666667,554,6393150.9073113315,95548.642233701,0,-1.18,1.0275532064214306,-2
1999.75,383,6401184.86565391,97264.21904948314,0,-1.3,0.949398253569643,-2
1999.8333333333333,312,6409363.612572495,99051.87097073962,0,-1.5166666666666666,0.9182863897178344,-2
1999.9166666666667,275,6417697.87147805,100996.50673631096,0,-1.6966666666666663,0.5598504322313506,-2
2000,176,6426200.724357562,103098.12634618662,0,-1.6866666666666663,0.9171235439441336,-2
2000.0833333333333,185,6434885.253198075,105356.7298003716,0,-1.4333333333333336,0.9067431896460996,-2
2000.1666666666667,107,6443764.53998664,107772.31709887278,0,-1.1333333333333335,0.9974665849155036,-2
2000.25,165,6452846.878026051,110172.49561100578,0,-0.9033333333333332,1.0546864960594031,-1
2000.3333333333333,110,6462121.405882429,112384.87270610587,0,-0.84,1.0982886227341817,-1
