"sample","sigma","theta","phi","bNina","bNino","beta_out","alpha","delta","muEI","muIR","muRS","tau","rho","S_0","E_0","I_0","R_0","K_0","F_0","sig_obs","loglik","loglik.se","flag"
5,0.045716904011287,1.6220364427615,121.555393217298,0,0,2.86606728790207e-05,0.958677542453204,0.0166666666666667,31.3488822324773,257.192043001636,0.34731921219193,0.00426212318301755,0.00799215483076599,0.722999206187815,0.00405247353886997,0.00158196541929834,0.271366354854017,0.0047898401000182,0.00600668353207901,0.101085388043654,-3364.9922838106,4.43264223632989,1
6,0.181440230915486,0.199054340305929,2792.36265777221,0,0,4.38291489318055e-05,0.861896835521713,0.0166666666666667,157.166709884427,1975.3775613105,0.0980174469370106,0.0836001593721206,0.00856730576757033,0.633702484102175,0.00611920702151895,0.00438136274447404,0.355796946131832,0.0103594273453411,0.00116360328776577,0.0222767017507019,-3565.64517825176,17.1628109301766,1
7,0.00853752758836737,-0.38029442614237,535.728059458602,0,0,2.90772378204372e-05,0.977717521269182,0.0166666666666667,32.7416564385315,1982.22397863614,0.840086233863866,0.00249697672327701,0.00335103767111763,0.65335688230922,0.00147123490310105,0.00829071510843571,0.336881167679244,0.00264398973457399,0.00312719032378258,0.205657271668348,-3549.83006220539,10.8371598908676,1
8,0.0773330786821851,4.80607225671066,26.0940119698573,0,0,0.00012879355427724,1.02733103618246,0.0166666666666667,33.1421525818077,227.819809015139,321.740476876728,0.0163080972608877,0.000255855485545814,0.80768587280127,0.00962710698211978,0.00603202677907649,0.176654993437534,0.00716207719434541,0.00772631210569574,0.11408376566465,-3393.70074368641,1.94894768301333,1
9,0.0115170075217093,1.35087346955231,5.72108447467343,0,0,0.00116109176952939,1.04652779569593,0.0166666666666667,180.048664687796,34.5309502227714,0.918829830607788,0.00250203830070683,0.00331667786951616,0.572309584333684,0.00788306843286377,0.000217274514870576,0.419590072718582,0.00175138998841942,0.00916936591873608,0.18229632163469,-3698.85174008603,18.0532015673866,1
10,0.0333758608670828,2.10409300071918,117.739967638536,0,0,0.00292972205726419,1.00976391778399,0.0166666666666667,36.1215233801,3454.00299794113,3.24503387514325,0.00600415708345141,0.00306825640322947,0.812385966251893,0.00257988733139881,0.00501657497119407,0.180017571445515,0.00577316194558319,0.00478199393759117,0.13436024451682,-3480.52487568651,3.17064281931829,1
1,0.0452059609651157,1.1224544218925,118.110571861451,0,0,0.000103882402537321,0.952566355000099,0.0166666666666667,33.0568579800159,155.930578668034,1.17572539818464,0.00965201009281097,0.00341282907640211,0.936851563344646,0.00502649030965276,0.00676119288410585,0.0513607534615952,0.00368092123630707,0.00231551004174361,0.107764557383128,-3424.14171466782,4.56044717289495,1
2,0.0583576850794958,1.43920310111963,104.996835665469,0,0,1.47496627626384e-05,0.917152507729038,0.0166666666666667,54.7986151603778,151.884112438326,17.2847941447289,0.0185354793658191,0.0116564682009854,0.720709225966351,0.000401938193004886,0.00271206006327423,0.27617677577737,0.00839155106458813,0.00694747834438987,0.142271311255001,-3301.50000570362,0.823160160715746,1
3,0.00483133701893174,4.53675318018463,82.9006264669054,0,0,0.000399009940434107,0.973469151557089,0.0166666666666667,49.7651669983124,504.954942085282,0.644778846090446,0.0215478357602542,0.00387308006184871,0.850051396349062,0.00348621655374567,0.00563062380007929,0.140831763297113,0.00442642374699014,0.00633756073802127,0.339233017126219,-4170.16532679477,1.76279975754913,1
4,1.82309873223587e-05,1.2477364811043,18.8652572081152,0,0,0.000439731954258317,1.00514683357452,0.0166666666666667,25.9290448607076,887.717883164169,0.762967186152758,0.00125921158740536,0.00463724940425446,0.608159734326028,0.00793573369596407,0.000762283066560383,0.383142248911447,0.00930485703864812,0.0015697998592262,0.447639017384071,-4388.67422930814,0.662445632357578,1
5,0.0621638151106227,2.04061919608142,68.2058605836556,0,0,4.05890218869852e-05,0.899381895705255,0.0166666666666667,68.9223600126761,99.0072579765824,21.0585651877149,0.0269772369729644,0.012873894593496,0.707031154319841,0.00129987844830156,0.00410188666975235,0.287567080562105,0.00225678324574265,0.0040860206291442,0.087444598516954,-3301.52173198384,0.797449393641135,1
6,0.00440113904140576,-0.510777804791176,0.588621283331008,0,0,3.67007382584479e-05,1.03608706958756,0.0166666666666667,47.2926566502284,43.8298791610478,0.846294649048523,0.000328377681086157,0.00252409216580125,0.953277187001327,0.00589856891607594,0.00856950104208001,0.0322547430405168,0.00665929442338634,0.00841232137101261,0.251434380102898,-5159.2234946267,2.47910940455003,1
