"sample","sigma","kappa","W_max","n1","n2","K_a","K_b","theta","bNina","bNino","beta_out","alpha","delta","muEI","muIR","muRS","tau","rho","S_0","E_0","I_0","R_0","K_0","F_0","W_0","sig_obs","loglik","loglik.se","flag"
1,0.242142251728782,3.9e-05,6.79299821299911,0.106017012802269,0.561711667018231,0.510761193390062,0.735703036043953,2.47221446692883,0,0.575545786174869,0.00236193746111345,0.712853572087871,0.0166666666666667,7.51320565078868,1035.75349293418,2.06296647864945,0.00135738458271747,0.00120462089854961,0.914499635755378,0.00245610007671824,0.00811533160540479,0.0749289325624995,0.00931802873432504,0.00956413194122546,0.0193664318572183,0.164533586063312,-2918.69240758497,0.393140471452025,1
2,0.00108771460252243,3.9e-05,84.9334878987199,25.5223143247165,6.10847425091131,0.477707377068816,0.998836103422168,2.9809897598128,0,0.399083341071185,0.0112914978704418,0.877614837753969,0.0166666666666667,16.9218450943486,76.9140738329272,0.772727979616048,0.00269059238713326,0.00332961478693131,0.65264249206069,0.00734697300103767,0.00350861816601107,0.336501916772261,0.00387439227336882,0.0046866440498167,0.04212641324166,0.564501047399422,-3152.58635594904,0.235836860522763,1
3,0.000348434978360083,3.9e-05,192.609248133374,3.37992567124596,2.80977035919549,0.878762474706321,0.918799397413819,2.0968953569575,0,0.369917837285101,0.00399076941550633,0.613123145000068,0.0166666666666667,20.0277350270999,462.014952131841,0.686934613905223,0.0026759129818796,0.009287874187254,0.695623871317566,0.00403076090116981,0.00435979272585943,0.295985575055405,0.00772666149364413,0.00477281416660628,0.00750570457690447,0.692048746166976,-3164.78899660873,0.0652630955414522,1
4,0.000558833812520458,3.9e-05,317.211546318135,0.352643550982488,0.682114554801103,0.844431073506564,0.981581163195172,2.03577033993624,0,0.349094279267472,0.0120199317366723,0.831799105543631,0.0166666666666667,245.169117917454,14.248703779751,0.441308161693845,0.00266911919237104,0.00281895435699062,0.604024407440419,0.00601537409404402,0.00651503873781659,0.38344517972772,0.00298391786907226,0.00955666557741007,0.0307596368751246,0.592239846855768,-3160.22576524114,0.156885909188616,1
5,0.270068195849533,3.9e-05,71.9598296677005,18.4273415138557,378.212811605175,0.162614038885562,0.998982301730698,1.54454823199751,0,-0.071572497451724,0.00104953633563403,0.951158983829725,0.0166666666666667,7.81273726863415,34.5797143508012,1.77712268193427,0.00166052688806887,0.00423860244030015,0.907818633497841,0.000394841456309423,0.00567264939874663,0.0861138756471026,0.00535101908231985,0.00305346970178291,0.0188608522067405,0.13042873228638,-2909.41783523928,1.44097198428904,1
6,0.000299434502249628,3.9e-05,140.243625019465,1.01082713605609,2.16148709907678,0.268039030099781,0.99860236346951,-1.49059058181057,0,0.63946198249427,0.00288796507573253,0.328737254089196,0.0166666666666667,17.4516376104977,1119.83125240534,1.11249317907536,0.00268707244371753,0.0116926088466591,0.699215492020551,0.00426205663240274,0.000743304275615547,0.29577914707143,0.0102177811689031,0.00727151805365454,0.0442220937304769,0.681935101053744,-3150.22515450169,0.0346327869883512,1
7,0.17844074998486,3.9e-05,18.3250488194918,21.7361638699381,0.580729522525064,0.00123569769787085,0.975057863250159,1.43235904479729,0,0.209045966063569,6.06779123936952e-05,0.684327234243173,0.0166666666666667,5.42547107272238,19791.2191615485,2.92463799862664,0.00208955295530562,0.0407510179882238,0.56718494256529,0.00615767607989323,0.00672516989886907,0.419932211455948,0.00171200542742914,0.00638022533455375,0.00111193690315654,0.379325635426199,-3005.46491344128,0.329118147295402,1
8,0.254585956091931,3.9e-05,68.9312516177884,3.9050994259902,1.30774513244027,0.787775341303996,0.996929966504832,3.56693902828305,0,0.53060837820684,0.000321002944091907,0.915876108122925,0.0166666666666667,7.56999515589298,192.239048150686,0.0491714506680482,0.00222959207354082,0.0329372422070759,0.823256966138157,0.00190179291822656,0.00197755672394481,0.172863684219672,0.0059656221149046,0.00181398325277248,0.029510682594689,0.315119611531284,-2977.54157507515,0.246376270662513,1
9,0.258174061325347,3.9e-05,31.6267893329315,0.56536659534293,3.04187187093744,0.00420733514165925,0.994451116983199,1.46992399467305,0,0.109974397744361,5.87902115565953e-05,0.495158616755711,0.0166666666666667,3.40106597829657,63.458937044379,0.357642624838564,0.00387810047141449,0.00137296348648816,0.71801243576984,0.00879518425701958,0.00417101982235477,0.269021360150785,0.00902518615927329,0.00843938629707831,0.0127656102677619,0.247054516822764,-2961.47980716527,1.05205406720625,1
10,0.000976177238392393,3.9e-05,245.684217364549,15.9427908257219,1.22317070633699,0.523425175925304,0.998732721510374,0.577594842432382,0,0.576047475460048,0.0101714807223362,2.45047577550486,0.0166666666666667,28.6284606841329,0.0348189925639114,0.00708566985703615,0.00273821436595623,0.00599000965703335,0.919256223044689,0.00784322869748232,0.0184491950157086,0.0544513532421207,0.00339187768861853,0.00431558186491697,0.0411056272846054,0.584107038454516,-3150.49533909269,0.261589738863231,1
