time,T,RH,P,date,ndays,pop,dpopdt,beta_eff,cases,year,month,nino,nina
1988.1530054644809,28.887499809265137,76.04152076459577,1.9312864542007449,1988-02-26,29,52622825.97617227,2523.47261814028,1.067828424785035,NA,1988,2,0.4266666666666667,0
1988.155737704918,28.928570338657924,75.3402478930798,0,1988-02-27,29,52625349.56980669,2523.593634419143,1.139298858605136,NA,1988,2,0.4266666666666667,0
1988.1584699453551,29.13749885559082,74.67782227956143,0.2168808877468109,1988-02-28,29,52627873.28446321,2523.71465652436,1.1306386600962162,NA,1988,2,0.4266666666666667,0
1988.1612021857925,29.299999237060547,73.66522759822371,0,1988-02-29,29,52630397.12014763,2523.8356844186783,1.165364665262165,NA,1988,2,0.4266666666666667,0
1988.1639344262296,29.77500057220459,74.29959352522097,0.0119764190167188,1988-03-01,31,52632921.07686577,2523.9567181393504,1.1109359666587384,236,1988,3,0,-0.02
1988.1666666666667,29.912500381469727,75.36361182535651,0.3929076194763183,1988-03-02,31,52635445.15462341,2524.077757641673,1.1911144541173508,NA,1988,3,0,-0.02
1988.169398907104,29.788887871636284,73.90833147031947,0.1146576628088951,1988-03-03,31,52637969.35342637,2524.1988029554486,1.2370678229612992,NA,1988,3,0,-0.02
1988.172131147541,29.314285278320312,74.09482776792774,0.970504641532898,1988-03-04,31,52640493.67328044,2524.3198540732265,1.1415448755710824,NA,1988,3,0,-0.02
1988.174863387978,28.65714372907366,78.31947648863058,4.234494209289551,1988-03-05,31,52643018.11419144,2524.440911002457,1.0363166115502398,NA,1988,3,0,-0.02
1988.1775956284152,28.837499618530273,76.23714863704197,1.3284766674041748,1988-03-06,31,52645542.67616518,2524.56197373569,1.0338790237740114,NA,1988,3,0,-0.02
1988.1803278688524,28.087499618530273,75.54885786779772,6.108547687530518,1988-03-07,31,52648067.35920745,2524.6830422729254,1.1115226723030374,NA,1988,3,0,-0.02
1988.1830601092895,27.971426827566965,64.36023786710038,1.237720012664795,1988-03-08,31,52650592.16332406,2524.8041166067123,0.8615628820909352,NA,1988,3,0,-0.02
1988.1857923497269,28.3125,58.42295929794187,0.0809444710612297,1988-03-09,31,52653117.088520825,2524.9251967668533,0.9287880340913544,NA,1988,3,0,-0.02
1988.188524590164,28.550000190734863,62.67921692557054,0,1988-03-10,31,52655642.13480355,2525.046282723546,0.8965450773334317,NA,1988,3,0,-0.02
1988.191256830601,29.712498664855957,68.03936115636185,0.1577526330947876,1988-03-11,31,52658167.302178025,2525.1673744767904,0.9901310035752497,NA,1988,3,0,-0.02
1988.1939890710385,29.625,74.95063110494692,0.7168397903442383,1988-03-12,31,52660692.59065006,2525.288472034037,1.1720317517746226,NA,1988,3,0,-0.02
1988.1967213114751,30.0625,73.74876747597776,1.304108738899231,1988-03-13,31,52663218.00022549,2525.409575432539,1.1591213256679416,NA,1988,3,0,-0.02
