date,time,cases,pop,dpopdt,beta_eff,oni,roni,beta_eff_cov,season6
1981-04-17,1981.2904109589042,,4.728141508274667e6,291.33687943169895,1.298938120483867,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-18,1981.2931506849316,,4.728432854130028e6,291.3548314731485,1.3903605069756275,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-19,1981.295890410959,,4.728724217937983e6,291.3727846207945,1.405116027267693,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-20,1981.2986301369863,,4.729015599699638e6,291.3907388747049,1.40000600914968,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-21,1981.3013698630136,,4.729306999416101e6,291.40869423494803,1.2946646287123844,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-22,1981.304109589041,,4.729598417088477e6,291.426650701592,1.4038970288325043,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-23,1981.3068493150686,,4.729889852717873e6,291.444608274705,1.4170723042882774,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-24,1981.309589041096,,4.730181306305395e6,291.4625669543552,1.4054063476602858,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-25,1981.3123287671233,,4.73047277785215e6,291.48052674061074,1.4143750197762606,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-26,1981.3150684931506,,4.730764267359245e6,291.49848763354,1.4171111107966026,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-27,1981.317808219178,,4.731055774827787e6,291.5164496332109,1.4153545722744096,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-28,1981.3205479452056,,4.7313473002588805e6,291.53441273969185,1.3634023642212512,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-29,1981.323287671233,,4.731638843653634e6,291.5523769530509,1.3575347590188116,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-04-30,1981.3260273972603,70.0,4.731930405013156e6,291.5703422733564,1.4117885669751753,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-01,1981.3287671232877,,4.73222198433855e6,291.5883087006764,1.4164751829339268,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-02,1981.331506849315,,4.732513581630926e6,291.60627623507924,1.4126591329045295,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-03,1981.3342465753424,,4.73280519689139e6,291.62424487663316,1.2902731378012269,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-04,1981.33698630137,,4.733096830121048e6,291.6422146254062,1.05467102618165,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-05,1981.3397260273973,,4.733388481321009e6,291.6601854814668,0.8159586407276029,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-06,1981.3424657534247,,4.73368015049238e6,291.678157444883,1.2515681880079943,-0.3253568,-0.26787138,0.7376565057774466,0.0
1981-05-07,1981.345205479452,,4.733971837636269e6,291.69613051572327,1.163367598694637,-0.3253568,-0.26787138,0.7376565057774466,0.0
