"sample","sigma","theta","bNina","bNino","beta_out","alpha","delta","muEI","muIR","muRS","tau","rho","S_0","E_0","I_0","R_0","K_0","F_0","sig_obs","loglik","loglik.se","flag"
1,0.0530160193391158,2.92944525503896,0,0,0.00150538363066471,1.02852029668331,0.0166666666666667,22.6144691345585,68.4145104725634,1.57906149022019,0.00177739814434562,0.00271680703178385,0.709225408615642,0.0065825963673247,0.00365112898973082,0.280540866027302,0.00895785466652439,0.00791223040831754,0.142340183086616,-3328.04875396575,2.60199448837605,1
2,0.127619091478812,2.60960551493641,0,0,0.00205392885862517,0.868268721281746,0.0166666666666667,258.417189949711,22.3603973378933,316.558241238205,0.0576552718883811,0.00262102032326937,0.861569930110879,0.00380272011060738,0.0107799782089528,0.12384737156956,0.00453738644335166,0.00316862687899765,0.000636822627796645,-3354.53240731297,4.55869276565416,1
3,0.0759174969887312,5.46583665651382,0,0,9.86960018136802e-05,0.92302909116956,0.0166666666666667,361.273843420195,1060.13473797075,1.29115011101168,0.0590063696396339,0.00304466340166962,0.782198203683036,0.000432515016469894,0.00124659387636435,0.21612268742413,0.00266654526982754,0.0103390919816779,0.122222022276723,-3392.20639047932,1.74559039495237,1
4,0.0997247473512514,4.07462693707621,0,0,0.00128815395809298,0.781425621838588,0.0166666666666667,68.6008481587,579.710505023722,11.9903200946988,0.0554213603968302,0.00400935900231307,0.5904949285875,0.00512752084682046,0.00542254806762146,0.398955002498058,0.0075537087613441,0.00537311088799538,0.0401519430687343,-3360.9230987091,20.6706798266672,1
5,0.0684883521389408,4.35914875125876,0,0,0.000776586329333869,0.975191360440056,0.0166666666666667,56.3759894861318,67.2929311828235,0.472068830805199,0.0244872037823187,0.00530222055038787,0.89666851366811,0.00146011653805633,0.0124229876716493,0.0894483821221847,0.00500294452142382,0.00835625056952608,0.0503335109817476,-3384.01354279184,4.85283351435133,1
6,0.0469006396938571,4.65257263293995,0,0,2.33781491078944e-05,0.948276342815236,0.0166666666666667,68.1130848465165,169.596708742253,174.499650397481,0.0204684049473088,0.00263535322257948,0.720064642128634,0.00516226366764199,0.00253789949781602,0.272235194705908,0.00904643226363529,0.003524463771077,0.0941373600467757,-3319.30005573565,3.55500188609595,1
7,0.0622601169349097,-0.773915980092435,0,0,2.27696269917907e-06,0.92944832758161,0.0166666666666667,17.0636279957184,1045.7557486118,0.655152942487736,0.00016099612470184,0.00570745679739824,0.487326180912335,0.00863408820022915,0.00641429344390611,0.49762543744353,0.00682355344906095,0.00639580228868718,0.11204605478313,-3326.18945167756,0.531965273911999,1
8,0.0343887171022933,4.63829989452519,0,0,3.49297185177355e-06,0.913059573617328,0.0166666666666667,25.886583410599,555.179610965277,0.158943233344414,0.00223514437065938,0.00792513200764655,0.780067247853421,0.00368031961969203,0.000604709397146822,0.21564772312974,0.00201828266597948,0.00140282411988098,0.141439975289465,-3730.14728307892,3.24138833282846,1
9,0.000788225618516245,5.83763372148522,0,0,8.31858605883215e-05,0.984786484933704,0.0166666666666667,74.0456213320994,18640.452780036,1.09364982220185,0.0216656926092217,0.00826655840590558,0.986137069133202,0.00620299589219296,0.00633503067134475,0.00132490430326063,0.00885847500992222,0.00685546723196128,0.438808566394238,-7946.10386299799,2.16478624705299,1
10,0.0623170318156996,4.84960831072708,0,0,0.00990818567649595,0.93954808596795,0.0166666666666667,36.3236121784765,175.764764845602,0.530030652721498,0.0135801476130198,0.00447870063859918,0.779194722346937,0.00734996253064768,0.00771199982753851,0.205743315294877,0.00332785151703831,0.00263157327027339,0.0488507733973286,-3675.32429021661,17.1943327242551,1
1,0.0961932555680016,4.26943948365919,0,0,9.51687918682849e-05,0.848747191843104,0.0166666666666667,21.6446633980055,321.396009408969,280.55209479389,0.0194045937387801,0.00711841599424798,0.611875683520578,0.00733167194553191,0.00162283130356773,0.379169813230322,0.00115720658145808,0.0101529299934135,0.10541901900716,-3301.53639436432,1.54017035825529,1
2,0.0533948239689963,3.49082712963384,0,0,0.00118619337157913,0.928030775693072,0.0166666666666667,44.9217918755016,69.861352441095,0.238967793260057,0.00296907933501475,0.00716127024102971,0.866809091374405,0.00232757421360917,0.00778646465913492,0.12307686975285,0.00547393184079187,0.00429344459425916,0.0780892373090934,-3521.935318951,7.88770938272087,1
3,3.52929122271709e-05,-0.550369481222207,0,0,3.79792106539641e-07,1.00511143673375,0.0166666666666667,37.9159500534418,9057.03507236205,0.42740773523467,0.000127507844298109,0.00653618400548077,0.899962603317604,0.00912183654712066,0.00386232863089164,0.0870532315043838,0.00399940509495063,0.00431097780372982,0.411381804857799,-5251.71689075776,13.5159695967592,1
4,0.0590498179261677,-1.92182152247141,0,0,2.89986443600138e-05,1.02144986309596,0.0166666666666667,29.7096353812945,37.3295557032324,0.885373207108346,0.000201230836617638,0.00404545717890799,0.686795679118966,0.000132177413585214,0.00714040885782881,0.305931734609619,0.0077203491024505,0.00862292867669489,0.0959165100096524,-3320.95663204115,2.38581177630433,1
5,0.0275738218824578,4.5597430289424,0,0,0.000431767687382731,0.927795994528512,0.0166666666666667,26.2052237500103,442.218229046557,0.120903715941518,0.00188230248407285,0.00867413078460291,0.56027192908019,0.00246518922866838,0.00428775879477892,0.432975122896362,0.00585580699684427,0.00172228689535026,0.129538983488326,-3934.45073216591,19.5456418442197,1
6,0.00119222899103342,4.42377200775464,0,0,3.7380390312019e-05,0.990022553900765,0.0166666666666667,263.976736629123,79.6348788873259,0.466079778207476,0.0186234501179402,0.00677465834695085,0.80082410387223,0.00692271881418771,0.00934538622806852,0.182907791085513,0.0013532275985735,0.00634186747047067,0.397900776605686,-4875.87597859974,2.35439429338835,1
7,0.00237043714448983,1.19679683744174,0,0,4.53477630531152e-05,1.08962116252422,0.0166666666666667,32.2410723942356,600.27907607107,2.56425068363677,0.000279667736037756,0.00291121723471369,0.83656663331446,0.0107372892086228,0.00777475716651005,0.144921320310407,0.00837527422241766,0.00295470387709161,0.394112660161839,-6322.82298252768,13.4983858565662,1
8,0.0547415579486812,5.01212066380804,0,0,7.23398674263721e-05,0.933824146792502,0.0166666666666667,25.0721083180807,6859.56592777135,0.131927148531039,0.0032821621476339,0.0237588183759882,0.683748532659125,0.00284619428601,0.000737565756291501,0.312667707298574,0.00525339710712896,0.00810365398275465,0.0750160819285968,-3330.98625843739,3.79997664871894,1
9,0.108088157374293,1.83919794922281,0,0,1.71896094897906e-07,0.876537414493948,0.0166666666666667,19.0200688793554,38.5851801924311,0.0201312172198698,0.00187591161656812,0.0215449561264399,0.587857688581845,0.00122098279179547,0.00718992326618605,0.403731405360174,0.00219976120540827,0.00430623865074521,0.015024946613979,-3417.26692651485,16.4487012987379,1
10,1.9842774044439e-06,6.15057208510329,0,0,2.49397567485205e-05,1.01912902833057,0.0166666666666667,30.3448603278914,1541.75246593808,1.93643324388758,0.010781562006614,0.00291111689791958,0.804372939446135,0.0058719483576911,0.00244964913188203,0.187305463064292,0.0065584915027906,0.0093301470732027,0.466972633761657,-14329.2950061731,1.73910184793303,1
1,4.50351006151604e-05,6.05722206883236,0,0,0.000383269639634594,0.982175902498749,0.0166666666666667,839.819736483805,501.486706216534,0.0660555398594671,0.036443487850052,0.0161823423845637,0.689925052927785,0.00208121756512146,0.000310649195386488,0.307683080311707,0.0046895447106353,0.00326914721049899,0.375252254690736,-4385.12843609688,11.7784914317421,1
2,2.97096519263573e-05,5.63407066148486,0,0,4.91880536778199e-07,0.995077677375034,0.0166666666666667,34.9818787618974,320.99413089994,0.650568509036354,0.0129141167717211,0.00410139904033767,0.84706537125848,0.0118539096578797,0.0088076110176094,0.132273108066031,0.00939941331231764,0.00910998154490454,0.474916286004659,-4097.79483568402,1.34251545955,1
3,0.046722561233648,3.21663164850751,0,0,0.000324012942664975,0.930727759125539,0.0166666666666667,26.7933666941579,867.044691761255,0.501459546635888,0.0011603302226279,0.00552833846922886,0.805823425868303,0.00812714540228008,0.00264573081047902,0.183403697918938,0.0074314592054504,0.00118347348823321,0.0671123770092977,-3394.96755466721,1.71658249365531,1
4,0.0563265664760548,2.62171500778492,0,0,8.57641214479053e-05,0.893103514492565,0.0166666666666667,23.1540938658538,109.122003196692,0.127937948919094,0.00172829620125988,0.0115844063006573,0.584259501828561,0.00436599923549802,0.00662112232647181,0.404753376609469,0.00307928570459862,0.00569811961070865,0.058374676927975,-3427.80280970036,9.44287985650776,1
5,0.112747358698218,-1.45445054425022,0,0,5.59115288754263e-05,1.10501975588168,0.0166666666666667,17.2587607230071,19.1609556316939,1.2426295486078,0.000362356179880002,0.00545697390274301,0.727753531476784,0.00335537048559759,0.0061949267461757,0.262696171291443,0.0094296379580347,0.0021182112391804,0.00260621934005241,-3385.11935284742,15.8249116213055,1
6,0.0565174732497782,1.86694699487541,0,0,0.000525196928536251,1.08982785889129,0.0166666666666667,24.8337127112642,77.3513137041493,0.844773631663343,0.000776460722196107,0.00382313476744669,0.957620907965111,0.0135066439673144,0.00245949111968662,0.0264129569478875,0.00389636846237765,0.00728988999170722,0.122949274479334,-3334.46469643324,0.505106672962293,1
7,0.0324267435348304,6.03535869368714,0,0,0.00544637985871452,1.05528580293115,0.0166666666666667,33.8678414841176,324.317860275314,1.21166395439216,0.01041362045456,0.00276932698133925,0.843413380261784,0.00551547174409128,0.00881094178661961,0.142260206207505,0.00184383216821188,0.00414347343424812,0.109622010267356,-3857.83808948311,42.8833910429312,1
8,0.000105066692561402,5.12070992404626,0,0,4.27179448467758e-06,0.929619527654905,0.0166666666666667,144.333321110002,4719.5913226023,3.5625875496745,0.0363527375059028,0.0880581927583189,0.648759972666263,0.000665744828852666,0.00357059250066238,0.347003690004222,0.00646113419589509,0.00860630722916758,0.280419995879894,-6719.32307690986,15.1593841311701,1
9,0.0513250823859454,2.35352235462566,0,0,2.04416530767024e-05,0.937956640104934,0.0166666666666667,37.5007916430338,48.7379588341932,0.641456504307045,0.00189044879340413,0.00489349800377344,0.685356966018746,0.00409726299830333,0.00583605661100922,0.304709714371942,0.00436543498483953,0.00910371767732653,0.103687073758258,-3331.19270369639,1.17701974114901,1
10,0.0819691005605446,3.87462349327004,0,0,4.38973307137196e-05,0.847064200224121,0.0166666666666667,29.2783507439348,119.270234606456,0.668105016722205,0.0200345520097853,0.00572487660061802,0.907265826984519,0.00797583429182738,0.0011930283927662,0.0835653103308871,0.00855628651095824,0.00523046825014596,0.118544894030701,-3331.82802178458,1.09882460332593,1
1,0.0467375736095614,5.69400052796422,0,0,0.00049378310053661,0.9624471772275,0.0166666666666667,535.027102432103,584.728392738955,0.843008696699695,0.0446969504463389,0.00413998530465917,0.722495737557846,0.00788210845345998,0.0100508096169569,0.259571344371737,0.0069850692959769,0.00781532941733271,0.172642791436822,-3359.10532084385,5.2075691276299,1
2,0.0802917108100981,5.86239860050173,0,0,0.00491551542114966,0.972061842750209,0.0166666666666667,42.3698486293487,250.59061417643,0.136131609402347,0.0296842272107624,0.00788291106378726,0.657382228877043,0.00158707222709327,0.00290981226057033,0.338120886635293,0.00247853320091069,0.00351927543269891,0.121781345700265,-3548.65362526657,0.572853477506526,1
3,0.0946243584163143,3.49148828567129,0,0,0.000148553296550819,0.866254379436602,0.0166666666666667,19.4859862993471,89.292160516957,0.171036916215185,0.00817627919166436,0.0304392708778206,0.683329314890962,0.000991492674211286,9.56660480302675e-05,0.315583526386797,0.0080615493702971,0.00584452376526184,0.0916560185097587,-3309.22822512358,0.738760193510039,1
4,0.0688961707095927,5.86980078681221,0,0,0.00342524650566552,0.959503240518087,0.0166666666666667,831.12167994464,12891.7189454816,0.722722185442081,0.0465416298862091,0.00449816806793698,0.961880664056266,0.00646135309818191,0.00543623506227861,0.0262217477832732,0.0035811314886738,0.0019659830641576,0.098344825786612,-3342.389205921,4.70474293554921,1
5,0.0599971850202879,1.88435333191221,0,0,5.6673814864702e-05,1.0306743766404,0.0166666666666667,23.6349199986613,81.8115670480279,1.15404265942121,0.000907804718733526,0.00335974197164266,0.759646955415853,0.0119624186766959,0.00385632477599105,0.224534301131461,0.00136216254663716,0.00968454018065204,0.0942528078179357,-3308.21470403722,0.691977897187855,1
6,0.000576807001630473,3.2916035991544,0,0,8.08320047032883e-05,1.04689792640212,0.0166666666666667,26.4902118237096,610.381202422396,1.05839038483694,0.000848203417463823,0.00286826817440261,0.645502262246489,0.00274266982312786,0.00647147404525654,0.345283593885127,0.00538681981408317,0.00371373285098083,0.378383515981613,-6347.88913603908,17.8570690413956,1
7,0.040937416914015,2.90562082845187,0,0,0.000131008840292315,0.970108476658166,0.0166666666666667,24.4359825258801,84.4524385503326,2.91660196295345,0.0019470864568149,0.00528338218492942,0.938008810385061,0.00748610447498922,0.00523844830603437,0.0492666368339152,0.00404353603895656,0.0102180697918609,0.00197563596041265,-3475.86533798237,14.9660682877533,1
8,0.0946228618233312,3.90530595922405,0,0,0.000165586312422183,0.849053198051606,0.0166666666666667,30.5117187795361,113.014574952267,0.301749680172088,0.0222070039482464,0.00791479901376412,0.692207341617042,0.00261220670479119,0.000754545615153375,0.304425906063013,0.00847489341318905,0.00468949303579405,0.0850098636010529,-3331.92458103579,1.20567173773534,1
9,0.0595118141739962,2.34680668444866,0,0,0.000327251645825463,1.01797072689719,0.0166666666666667,17.9637877037842,215.516288809817,0.545885327035377,0.000758987677201837,0.00462108688338938,0.685352517939282,7.77466112241528e-05,0.00582679809408377,0.30874293735541,0.00643073506634532,0.00673510343211573,0.109134411959732,-3351.45744643563,0.813965664728995,1
10,0.0590947510400112,5.50125690355053,0,0,0.000163724026035487,1.00146172477765,0.0166666666666667,19.7329504893811,12977.6499289177,1.1448561744083,0.00307617318956359,0.00359020164506967,0.752729902584106,0.00581515070604205,0.00371718796258537,0.237737758747267,0.00191307226453544,0.0023331645209206,0.0997335901333071,-3345.50043970301,1.21910224756115,1
1,0.0360217470854559,3.28323529175772,0,0,0.0011247347431192,1.03336131776158,0.0166666666666667,31.0496988203518,94.7948020064379,1.72318466752912,0.00178990506249588,0.00410457012629354,0.875750197825595,0.00652095138687336,0.00180845121486532,0.115920399572666,0.0096808319212276,0.00579926619075356,0.0836208585139821,-3319.68318837728,0.846270878065749,1
2,0.0335892126981415,2.95309251439573,0,0,8.96524327618808e-05,0.958592033896118,0.0166666666666667,23.7481512404371,466.445278201385,0.384135013868975,0.000985763894935574,0.00609539261069139,0.641360639885533,0.00125316617363998,0.00719157302196835,0.350194620918858,0.00583021486417638,0.00140197632457135,0.148466455359247,-3438.89977833791,1.5963765986759,1
3,0.000143474650321175,4.71643503461538,0,0,2.36416017595044e-05,0.995704849871231,0.0166666666666667,30.3369025058625,470.875975136847,0.442303203057942,0.00226110679129466,0.00824584603083879,0.602122797362537,0.00336763207701209,0.00371911896497063,0.39079045159548,0.00300798135562435,0.00851182974250885,0.348364136821287,-6672.8147210282,1.437207514476,1
4,6.03230302109006e-06,6.17632853916541,0,0,0.00179111797744313,1.01155575586967,0.0166666666666667,23.6287885352675,705.167398311939,0.700352467296808,0.0047376653168336,0.00360244767258894,0.6592249842601,0.00987459216082914,0.0114883877908017,0.319412035788269,0.00671907768581133,0.00365702960292127,0.473433315825712,-3881.36751900285,0.17998900399576,1
5,0.0264121403428667,4.01873654982636,0,0,0.0014685700896195,0.994898541902593,0.0166666666666667,36.9249902898832,104.736206375066,0.486228141914621,0.00248558848609695,0.0057620522627443,0.915035661466329,0.0037586236928468,0.00412658948905281,0.077079125351772,0.00571147891444519,0.00500696040899068,0.132584332021658,-3432.004477791,4.85116186189899,1
6,0.0223528573237137,3.48858929956026,0,0,0.000443333911134089,0.971443822807355,0.0166666666666667,47.6988875309472,90.8501248164586,0.320242988977394,0.00202155173239996,0.00598572887243101,0.597852335697371,0.0104836456418798,0.0109810590958759,0.380682959564873,0.00981181693881296,0.0100677420188033,0.160385724496889,-3555.43920900243,9.50412675040989,1
7,0.072221825428088,6.48036388310615,0,0,0.00121460280489252,0.957050035871454,0.0166666666666667,21.7854904781804,1002.08757288462,0.0692680157697918,0.0217484631250413,0.011676029261498,0.659243896650042,0.0041451070149511,0.00113706028837023,0.335473936046637,0.00728489916287838,0.00267544465912752,0.0944145797500781,-3785.70337371603,7.00344092515447,1
8,0.0150689964166907,5.99233965171572,0,0,0.00354986712195678,1.06372093094218,0.0166666666666667,29.4727055611125,3252.52916741654,0.586329032079102,0.00250662525037281,0.0055443744422008,0.785919354889269,0.00105229241339352,0.00719777000621343,0.205830582691124,0.0031252285378457,0.00610116628373113,0.141797790704533,-3528.74595016721,11.5988567870034,1
9,0.0697470490604634,4.65438339650848,0,0,7.60821746194871e-05,0.852640930709066,0.0166666666666667,81.3199126433775,1330.40389004038,6.92382479959165,0.0354862636951411,0.00953825529454209,0.975013454009359,0.00273957148162077,0.00904597815228268,0.0132009963567376,0.0085742987931601,0.00182677232455269,0.0392995192006183,-3345.01716856031,2.20219411821533,1
10,0.0411462228344501,3.72618109342876,0,0,7.43693062341742e-06,0.977406381246286,0.0166666666666667,21.4527302901001,1327.16653339929,1.99297173909022,0.00132501514379961,0.00916637751620668,0.681107482464062,0.00848234771244642,0.00311115509301829,0.307299014730473,0.00473513568038187,0.00646661073387897,0.118448531614074,-3320.6960438759,0.967040528976592,1
1,0.0724135669075412,3.99865029847774,0,0,2.57982241860885e-06,0.825807665701092,0.0166666666666667,30540.2592159321,3331.78179523816,1.97637790176799,0.0466437194419731,0.130211767549701,0.698262652059252,0.00763255876940383,0.00437020305837626,0.289734586112968,0.0021538482600786,0.00358643783162678,0.063708274673839,-3351.47161202132,3.60682331667859,1
2,9.74082633591348e-06,6.14807221998305,0,0,0.000114454779262466,0.994572192561691,0.0166666666666667,30.2499408156359,425.509917039317,0.144940124462896,0.00258384652177452,0.00625134875238536,0.833962309207749,0.00615283862493277,0.000495376821911664,0.159389475345407,0.0062026930425669,0.00870197993361091,0.314558150623826,-4221.50675181354,74.5321274656153,1
3,0.0144655580181767,5.45376815628479,0,0,0.000134632498432046,1.01545048631486,0.0166666666666667,6767.68438127072,191.105581122462,0.437770868600776,0.0307657647171473,0.00492711832892832,0.683973390991509,0.00965337280293225,0.00399115848207392,0.302382077723485,0.00390622603211254,0.00419829037080043,0.254217983753605,-4465.00118365981,52.9766477128673,1
4,0.0575077889057328,2.4606744776919,0,0,3.24014808726582e-05,1.01137360380784,0.0166666666666667,27.3172578430524,46.0954702113949,0.475703564789159,0.00148683966318012,0.00378045403376211,0.944318628795734,0.00463779429954801,0.00831028595660184,0.0427332909481161,0.00864648025007295,0.00911009508549254,0.058760975073112,-3581.14803095331,406.720080924512,1
5,0.139644442179529,-0.836839707523642,0,0,2.76047479897944e-05,0.767447478959839,0.0166666666666667,17.6829623766325,39.1825982665964,0.326112601760594,0.000837857329408412,0.00839308246945623,0.811360401439809,0.0018412407700204,0.00111676422956474,0.185681593560606,0.00570704844276681,0.00193149933100197,0.0668247020932305,-3346.4700373368,0.66727676390997,1
6,5.39533269301881e-05,3.68625135398569,0,0,0.000252325232749391,1.07704263526753,0.0166666666666667,32.0546511804062,2540.97273381719,2.10502327863984,0.000883593746283429,0.00381276763798854,0.706650455652259,0.0048897914190366,0.00427781111635088,0.284181941812354,0.00153607626561019,0.0071382307717937,0.398700606578692,-7511.44118516157,1.53160009600059,1
7,0.059152176488413,5.36877342707842,0,0,0.00248184446800731,0.968994658151835,0.0166666666666667,544.082731073116,173.308297798857,0.250468098728532,0.0442520577776173,0.0062566526246152,0.555760272871264,0.00578401595919291,0.0104900097781275,0.427965701391416,0.00875366761215374,0.00106659024533425,0.0869419557827692,-3495.48939327437,10.0796835340489,1
