"sample","sigma","kappa","W_max","n1","n2","K_a","K_b","theta","bNina","bNino","beta_out","alpha","delta","muEI","muIR","muRS","tau","rho","S_0","E_0","I_0","R_0","K_0","F_0","W_0","sig_obs","loglik","loglik.se","flag"
1,0.00110457056050315,3.9e-05,11.0677893777847,14.4656255346833,0.233284937234898,0.206981474158617,0.973547147009285,3.90187784780145,-0.119770927491407,0.301715451306399,0.000348290993889084,0.75837522427652,0.0166666666666667,5.35097269032026,1586.46624263796,0.02145209034638,0.00448883002169686,0.0782860999233224,0.819081577976882,0.00101735243441769,0.00066753237107175,0.179233537217629,0.00260268500873864,0.0034762705497898,0.00843614952484947,0.714370182915427,-3185.96757482542,0.0124140047382208,1
2,0.187371845237741,3.9e-05,1.14614034455503,15.0364577037802,35.3762825941039,0.0431620204165137,0.99856506101601,1.60167875231864,-0.273622311752646,0.688300044043333,0.00274375076424141,0.550745442429976,0.0166666666666667,4.5235526593456,7.57695865409167,1.02166534494903,0.00479017218774104,0.000816098862467831,0.597893303479808,0.00553047401096266,0.00452234168695147,0.392053880822277,0.00733551678142406,0.0068950657335093,0.031261521013278,0.305888909910164,-2954.17985718223,0.362757061590786,1
3,0.288207390054028,3.9e-05,16.5777989938056,14.9525880405858,8.11338866192518,0.275927589383121,0.972736770885326,3.06873912249135,0.175465062528694,0.416471240017966,0.0617008375938637,0.998041234183236,0.0166666666666667,9.13648642336296,9.25328628600464,0.892674868189927,0.0429035807640074,0.000969116943248456,0.747742189138743,0.00740344319374533,0.00227795136283018,0.242576416304681,0.00403400141093057,0.00932741911505455,0.0139840674893462,0.112527569864042,-2897.84218988831,2.66221424054745,1
4,0.237983187356247,3.9e-05,0.640812484700154,0.0466878640519012,62.121931762466,0.0100051156713387,0.99315679822437,-0.328418046020712,-0.315801380469381,0.595633191247891,0.00964054434647519,0.295637865252496,0.0166666666666667,7.00337984358782,8.84632928804582,2.64897382748524,0.00699471306346756,0.00261233375968797,0.944331133995089,0.00276781469923484,0.00707971773314071,0.0458213335725356,0.00935683910491254,0.0045883600445747,0.0380143073045511,0.202253660250385,-2934.99207600342,0.619629923629785,1
5,0.00294014693641022,3.9e-05,15.1562108457718,1.92757640588535,0.515892705467465,0.0364434190855881,0.701026276562426,2.60610963867305,-0.212635458760271,0.37451377082099,0.000638864337396866,0.693653090262377,0.0166666666666667,5.25139857391934,668.868865002155,10.1088754432472,0.00236228613947859,0.0115516206988779,0.624942716400954,0.00766159690717187,0.00729494341868257,0.360100743273192,0.00583459532479358,0.00632164317609385,0.00132884759194614,0.689078438543699,-3176.0580865797,0.0155582730711193,1
6,0.00121727108519874,3.9e-05,5.81177098418826,4.91365055371217,0.0395763892598291,0.00103030456800941,0.522985740124445,2.03959260687698,-0.360447435885059,0.485539683314317,0.00221757424183446,0.640599233412402,0.0166666666666667,8.13327631183658,223.719391592751,0.622040114510494,0.00268430439589917,0.00910176564866088,0.7879948195032,0.00562627205040779,0.00572896510417799,0.200649943342214,0.00148687024034755,0.00260874659384994,0.0263569321158534,0.662473735083319,-3161.57466959644,0.0107043252904219,1
7,0.0229047575222226,3.9e-05,1.33636312645297,0.659325903620166,1.61424508423936,0.0073977862694825,0.997032723207293,0.862481405141334,-0.213802893309934,0.545351300390377,0.000739775476012946,0.54701756990106,0.0166666666666667,6.19537777258005,423.768811428556,32.9801681608736,0.0023925431902108,0.0145759803846228,0.72053284012185,0.00977611943546396,0.00483226970739078,0.264858770735295,0.00910278778202782,0.00325501788135844,0.0244207501617819,0.650174686829602,-3160.0356070053,0.0849095634203803,1
8,0.277415974168408,3.9e-05,6.8253967963961,0.680456004392517,77.1226054542127,0.876249068947545,0.992265360306918,2.80461267362975,0.47777733870752,0.216910595195826,0.00223851093998717,0.550678598900497,0.0166666666666667,6.6103319118357,4955.16771858817,6.62204802366987,0.00504120921804571,0.0143304087227775,0.931943835095014,0.00487189253218571,0.00951286833831528,0.0536714040344851,0.00439994418539939,0.00742312681847809,0.0482570161583095,0.287506049996304,-2975.28083987827,0.205284236550588,1
9,0.218001730768602,3.9e-05,21.8218662130996,0.460198106108375,0.900747303310134,0.0014847796750941,0.786154012405069,0.395261139784943,-0.658327087732003,0.538606514206972,0.00157991818414231,0.797157212051728,0.0166666666666667,6.64586543999716,41.2180597228346,0.398480635377605,0.00109993798155213,0.00114042060187149,0.680845380363104,0.00442175432312015,0.00510805620931845,0.309624809104457,0.00213993833274858,0.00580901260793531,0.0121308746684208,0.227009620425107,-2916.49262705069,0.498138154434218,1
10,8.82319732882698e-05,3.9e-05,167.834187581069,0.346271454757152,0.613315557470937,0.573441552129157,0.956244333272434,2.79924042783373,-0.075295920041523,0.474005582955155,0.00375331275116696,0.77976629692463,0.0166666666666667,18.3961121927235,180.441957285175,1.29095717979393,0.00267737841510983,0.00973601318204471,0.79742781581643,0.00244481101626035,0.00301945279029598,0.197107920377014,0.00602298569718387,0.00975371531655095,0.0361582803040714,0.562332362601968,-3187.30012427455,0.482828996351134,1
